Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
211,17,12,2021-05-07--2021-05-14,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5383125.0,"Tion Wayne, Russ Millions",323203.0,6uvMKqNlrSvcC4NaKnrwjZ,['london rap'],2021-04-22,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",84.0,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085.0,0.73,B
212,180,1,2021-07-16--2021-07-23,Brush Em (feat. Rah Swish),5335271.0,Pop Smoke,6837946.0,58aW6yZGFl7rVM7SLfLnLL,['brooklyn drill'],2021-07-31,2021-07-16--2021-07-23,54.0,0.654,0.724,-6.59,0.355,0.106,0.655,71.696,150449.0,0.717,D#/Eb
213,13,15,2021-05-07--2021-05-14,AM,5288927.0,"Nio Garcia, Flow La Movie",2123734.0,2dNhNlpZAtV4lwAFW45LIv,"['latin', 'reggaeton', 'trap latino']",2021-01-28,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16",85.0,0.83,0.517,-6.416,0.333,0.399,0.0916,171.959,182496.0,0.616,F#/Gb
214,175,4,2021-07-02--2021-07-09,MI FAI IMPAZZIRE,5242097.0,"BLANCO, Sfera Ebbasta",127364.0,1x3Qb8np6S1UvpSLthwEJN,"['italian hip hop', 'italian pop']",2021-06-17,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-18--2021-06-25",83.0,0.477,0.844,-4.87,0.0458,0.00273,0.137,169.941,220235.0,0.203,B
215,20,82,2020-01-03--2020-01-10,Ride It,5235088.0,Regard,152226.0,2tnVG71enUj33Ic2nFN6kZ,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",2019-07-26,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",84.0,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948,157606.0,0.884,G
216,15,7,2021-06-04--2021-06-11,Lost Cause,5203319.0,Billie Eilish,1250353.0,36fhyo5QlxBW7DrDHIOn1G,[],2021-08-12,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11",0.0,0.671,0.336,-8.494,0.241,0.705,0.0577,75.051,212496.0,0.518,A#/Bb
217,193,1,2021-07-16--2021-07-23,Shot in the Dark,5173308.0,John Mayer,5178156.0,239yM7BAQ2CkNc61ogPGXo,"['neo mellow', 'pop rock', 'singer-songwriter']",2021-07-16,2021-07-16--2021-07-23,76.0,0.741,0.556,-9.184,0.0266,0.0629,0.103,122.008,249080.0,0.587,D
218,71,3,2021-07-02--2021-07-09,Wrecked,5150909.0,Imagine Dragons,35285425.0,2d1MywHy6FwKdzxFuSJnwl,"['modern rock', 'pop', 'rock']",2021-07-02,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09",83.0,0.626,0.56,-5.82,0.0288,0.148,0.109,93.989,244005.0,0.229,C
219,79,11,2021-05-28--2021-06-04,Bipolar,5116589.0,"Mc Davi, Mc Pedrinho, Mc Don Juan",2586114.0,0qxLQ6opocOGyFnlXqJ53x,"['funk carioca', 'funk ostentacao', 'funk paulista']",2021-04-09,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14",84.0,0.601,0.36,-7.791,0.0877,0.586,0.0882,124.993,276480.0,0.335,A
220,122,5,2021-05-14--2021-05-21,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",5110475.0,Internet Money,411579.0,2IePEfMAtqWS6rLXXFZIgI,"['pop rap', 'rap', 'trap']",2021-05-13,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-05-14--2021-05-21",84.0,0.792,0.707,-5.218,0.0623,0.116,0.12,134.997,224042.0,0.408,G
221,75,19,2021-03-12--2021-03-19,Follow You,5097187.0,Imagine Dragons,35285425.0,7FdUvDkaE24o3FPIWTvzv2,"['modern rock', 'pop', 'rock']",2021-03-12,"2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19",84.0,0.542,0.732,-5.956,0.0521,0.00209,0.496,124.912,175644.0,0.489,A
222,22,22,2021-02-12--2021-02-19,We're Good,6318660.0,Dua Lipa,27142474.0,1diS6nkxMQc3wwC4G1j0bh,"['dance pop', 'pop', 'uk pop']",2021-02-11,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19",83.0,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507.0,0.59,F#/Gb
223,4,29,2020-11-20--2020-11-27,Life Goes On,6142975.0,BTS,37106176.0,249gnXrbfmV8NG6jTEMSwD,"['k-pop', 'k-pop boy group']",2020-11-20,"2021-07-09--2021-07-16
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27",84.0,0.566,0.716,-5.733,0.0424,0.00691,0.37,81.068,207481.0,0.45,C#/Db
224,28,23,2021-04-16--2021-04-23,911,6111108.0,Sech,8758283.0,27RSJHEA99Y0Vsow7nA37A,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2021-07-09,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2020-05-29--2020-06-05",89.0,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631.0,0.784,G
225,17,24,2021-02-05--2021-02-12,Baila Conmigo (with Rauw Alejandro),5588217.0,Selena Gomez,28909504.0,079Ey5uxL04AKPQgVQwx5h,"['dance pop', 'pop', 'post-teen pop']",2021-03-12,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05",84.0,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088.0,0.664,F
226,164,1,2021-07-09--2021-07-16,The Jackie (with J. Cole & Lil Tjay),5454994.0,Bas,386757.0,15qKrPi4Kg0z7g9HlwWyeb,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",2021-07-09,2021-07-09--2021-07-16,76.0,0.784,0.474,-6.139,0.0524,0.333,0.278,128.012,204434.0,0.64,G#/Ab
227,22,8,2021-05-21--2021-05-28,hope ur ok,5435614.0,Olivia Rodrigo,6266514.0,1zejeOnykpCoyVSit6Bwp3,['pop'],2021-05-21,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28",84.0,0.443,0.298,-12.181,0.0644,0.388,0.103,77.253,209560.0,0.172,C
228,169,2,2021-07-02--2021-07-09,Faz Amor Comigo Só Hoje - Ao Vivo,5269757.0,"Israel & Rodolffo, Wesley Safadão",1097789.0,7Kba4OaxQFQ1zlknQUpNqN,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2021-05-26,"2021-07-09--2021-07-16
2021-07-02--2021-07-09",82.0,0.624,0.922,-4.628,0.0439,0.3,0.112,164.819,148228.0,0.884,C#/Db
229,80,5,2021-06-11--2021-06-18,Alcohol-Free,5259503.0,TWICE,9987114.0,0BTaaKT4RMbs5M73tOHX5Y,"['k-pop', 'k-pop girl group']",2021-06-11,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18",82.0,0.688,0.909,-1.992,0.0624,0.0474,0.0674,97.097,210573.0,0.702,G#/Ab
230,184,1,2021-07-09--2021-07-16,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,5186354.0,BIA,151870.0,67G6iaOw8DZqp1z8STR89R,"['escape room', 'r&b', 'rap latina', 'trap queen']",2021-07-09,2021-07-09--2021-07-16,80.0,0.893,0.463,-5.301,0.36,0.199,0.318,81.026,229601.0,0.591,C#/Db
231,187,1,2021-07-09--2021-07-16,Memory,5173178.0,"Kane Brown, blackbear",3507622.0,34chhNX59Wo9HMFCsI3K8Y,"['contemporary country', 'country road']",2021-07-09,2021-07-09--2021-07-16,80.0,0.434,0.889,-5.684,0.0509,0.395,0.273,113.326,153338.0,0.845,A
232,183,4,2021-07-02--2021-07-09,Me Fije,5068677.0,"Alex Rose, Rauw Alejandro",2166191.0,6Et5KimMg3IXwD6lJPGmQw,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",2021-03-18,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-05-07--2021-05-14",83.0,0.76,0.674,-4.039,0.0636,0.396,0.0977,172.024,202307.0,0.735,G
233,71,13,2021-04-30--2021-05-07,"Volta Bebê, Volta Neném",5041120.0,"Dj Guuga, DJ Ivis",608109.0,4wQUopWk9Ed7Ng5qpKN5qd,"['funk carioca', 'funk paulista', 'rave funk']",2021-03-27,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23",79.0,0.583,0.918,-3.612,0.0518,0.288,0.0701,164.081,172973.0,0.836,F#/Gb
234,95,13,2021-05-28--2021-06-04,Aloha,5036030.0,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",26769304.0,5RAIMjdrCEjpjaR5tBATXU,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-03-05,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23",84.0,0.807,0.712,-5.757,0.1,0.532,0.163,100.004,241659.0,0.792,C#/Db
235,184,2,2021-07-02--2021-07-09,Sexo Virtual,4975786.0,Rauw Alejandro,6080597.0,0giiXonRhODYy4J1iy4Lb3,"['puerto rican pop', 'trap latino']",2021-06-25,"2021-07-09--2021-07-16
2021-07-02--2021-07-09",82.0,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,208292.0,0.425,G#/Ab
236,141,32,2019-12-27--2020-01-03,Closer,4954679.0,"The Chainsmokers, Halsey",18191658.0,7BKLCZ1jbUBVqRi2FVlTVw,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2016-07-29,"2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-01--2021-01-08
2020-08-14--2020-08-21
2020-07-17--2020-07-24
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",84.0,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01,244960.0,0.661,G#/Ab
237,194,4,2020-10-09--2020-10-16,Wonderwall - Remastered,4938180.0,Oasis,6475631.0,7ygpwy2qP3NbrxVkHvUhXY,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",1995,"2021-07-09--2021-07-16
2021-05-28--2021-06-04
2020-10-16--2020-10-23
2020-10-09--2020-10-16",78.0,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,258773.0,0.434,D
238,101,1,2021-07-02--2021-07-09,Wasting Time ( feat. Drake ),6731106.0,Brent Faiyaz,1724414.0,48WidxP9CqyYtk97pwGZ3c,"['dmv rap', 'pop', 'r&b', 'rap']",2021-07-01,2021-07-02--2021-07-09,78.0,0.652,0.717,-3.751,0.0581,0.0694,0.0906,89.982,301304.0,0.377,G
239,55,2,2021-06-25--2021-07-02,I Don't Do Drugs (feat. Ariana Grande),5912293.0,Doja Cat,8640063.0,0FFsgUoFibYISzMxuGS61W,"['dance pop', 'pop']",2021-06-25,"2021-07-02--2021-07-09
2021-06-25--2021-07-02",80.0,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893.0,0.45,F
240,132,1,2021-07-02--2021-07-09,Renegade (feat. Taylor Swift),5876058.0,Big Red Machine,98503.0,1aU1wpYBSpP0M6IiihY5Ue,"['eau claire indie', 'folktronica']",2021-07-02,2021-07-02--2021-07-09,77.0,0.532,0.708,-8.121,0.0505,0.435,0.107,167.977,254467.0,0.586,C
241,40,2,2021-06-25--2021-07-02,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),5392334.0,"Tyler, The Creator",6777818.0,7z4xW9WY86uH3gd1V9pfCM,"['hip hop', 'rap']",2021-06-25,"2021-07-02--2021-07-09
2021-06-25--2021-07-02",80.0,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,146419.0,0.62,B
242,152,2,2021-06-25--2021-07-02,All Eyes On Me,5347263.0,Bo Burnham,1042079.0,3rV5y8rcQrwRt9fWGLmjOQ,['comic'],2021-06-10,"2021-07-02--2021-07-09
2021-06-25--2021-07-02",81.0,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,302951.0,0.141,F#/Gb
243,101,3,2021-04-30--2021-05-07,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),5321544.0,DJ Khaled,6278835.0,1EJIcDYXwSqipW5dFe4uJz,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021-04-30,"2021-07-02--2021-07-09
2021-05-07--2021-05-14
2021-04-30--2021-05-07",83.0,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,236524.0,0.227,D
244,72,10,2021-05-14--2021-05-21,Dick (feat. Doja Cat),5258628.0,StarBoi3,17202.0,3nY8AqaMNNHHLYV4380ol0,[],2021-04-23,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",83.0,0.647,0.608,-6.831,0.42,0.13,0.0584,125.994,175238.0,0.474,A
245,25,4,2021-06-11--2021-06-18,Solar Power,5234112.0,Lorde,8083566.0,3KdoeNlEN0BoAKWzaRLNZa,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",2021-06-10,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18",81.0,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621.0,0.897,E
246,4,10,2021-04-30--2021-05-07,Your Power,5135380.0,Billie Eilish,47014200.0,042Sl6Mn83JHyLEqdK7uI0,"['electropop', 'pop']",2021-07-30,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07",81.0,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,245897.0,0.208,A
247,189,1,2021-07-02--2021-07-09,Lieben wir,5029898.0,Shirin David,558345.0,49gzU1IS1B6P3GATSZ5eCE,"['frauenrap', 'german hip hop', 'german pop']",2021-07-01,2021-07-02--2021-07-09,77.0,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,155363.0,0.806,A#/Bb
248,8,37,2021-02-05--2021-02-12,Whoopty,5013017.0,CJ,180454.0,5vGLcdRuSbUhD8ScwsGSdA,['nyc rap'],2020-08-20,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30",81.0,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263.0,0.66,D#/Eb
249,55,17,2021-04-16--2021-04-23,Batom de Cereja - Ao Vivo,5011753.0,Israel & Rodolffo,1097789.0,2MZQAvsA7aZDssppBLRxYp,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2021-01-29,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19",83.0,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942.0,0.798,F#/Gb
250,11,33,2020-11-20--2020-11-27,Prisoner (feat. Dua Lipa),5005018.0,Miley Cyrus,15770302.0,5JqZ3oqF00jkT81foAFvqg,"['dance pop', 'pop', 'post-teen pop']",2020-11-20,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27",79.0,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,169333.0,0.595,D#/Eb
251,136,15,2021-04-02--2021-04-09,Stereo Hearts (feat. Adam Levine),4992345.0,Gym Class Heroes,1275345.0,0qOnSQQF0yzuPWsXrQ9paz,"['dance pop', 'pop rap']",2011-11-11,"2021-07-02--2021-07-09
2021-06-18--2021-06-25
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12",82.0,0.646,0.795,-3.293,0.0976,0.0319,0.267,89.99,210960.0,0.796,A
252,32,36,2021-01-29--2021-02-05,Reloj,4980155.0,"Rauw Alejandro, Anuel AA",6080597.0,7r9ZhitdQBONTFOiJW5mr8,"['puerto rican pop', 'trap latino']",2020-10-22,"2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",79.0,0.823,0.537,-2.639,0.209,0.176,0.123,175.946,231595.0,0.615,G#/Ab
